Chemical Name,CAS RN,Hazardous_Traits
CI Direct Blue 15,2429-74-5,Carcinogenicity
CI Direct Blue 218,28407-37-6,Carcinogenicity
CI Direct Brown 95 (technical grade),16071-86-6,Carcinogenicity
CI Direct Red 28,573-58-0,Carcinogenicity
CI Disperse Yellow 3,2832-40-8,Carcinogenicity
CI Pigment Yellow 157,68610-24-2,Carcinogenicity
CI Solvent Yellow 14,842-07-9,Carcinogenicity
CI Sulphur Orange 1,1326-49-4,Bioaccumulation
CI Sulphur Orange 1,1326-49-4,Environmental Persistence
Cidofovir,113852-37-2,Carcinogenicity
Cidofovir,113852-37-2,Developmental Toxicity
Cidofovir,113852-37-2,Reproductive Toxicity
Cinnamomum cassia leaf oil,8007-80-5,Fragrance Allergen
Cinnamomum cassia leaf oil, 84961-46-6,Fragrance Allergen
Cinnamomum zeylanicum bark oil,8015-91-6,Fragrance Allergen
Cinnamomum zeylanicum bark oil, 84649-98-9,Fragrance Allergen
Cinnamyl alcohol,104-54-1,Fragrance Allergen
Cinnamyl anthranilate,87-29-6,Carcinogenicity
"cis-1,2,3,6-tetrahydro-4-methylphthalic anhydride",1694-82-2,Respiratory Toxicity
"cis-1,2,3,6-tetrahydrophthalic anhydride",935-79-5,Respiratory Toxicity
"cis-1,2-Dichloroethene",156-59-2,Cardiovascular Toxicity
"cis-1,2-Dichloroethene",156-59-2,Hepatotoxicity and Digestive System Toxicity
"cis-1,2-Dichloroethene",156-59-2,Nephrotoxicity and Other Toxicity to the Urinary System
"cis-1,2-Dichloroethene",156-59-2,Neurotoxicity
"cis-Cyclohexane-1,2-dicarboxylic anhydride",13149-00-3,Respiratory Toxicity
Cisplatin,15663-27-1,Carcinogenicity
Citral,5392-40-5,Fragrance Allergen
Citral, 141-27-5,Fragrance Allergen
Citral, 106-26-3,Fragrance Allergen
"Citric acid, ammonium nickel salt",18283-82-4,Carcinogenicity
"Citric acid, ammonium nickel salt",18283-82-4,Reproductive Toxicity
"Citric acid, ammonium nickel salt",18283-82-4,Respiratory Toxicity
"Citric acid, nickel salt",22605-92-1,Carcinogenicity
"Citric acid, nickel salt",22605-92-1,Reproductive Toxicity
"Citric acid, nickel salt",22605-92-1,Respiratory Toxicity
"Citronellol /+- 3,7-dimethyloct-6-en-1-ol",106-22-9,Fragrance Allergen
"Citronellol /+- 3,7-dimethyloct-6-en-1-ol", 26489-01-0,Fragrance Allergen
"Citronellol /+- 3,7-dimethyloct-6-en-1-ol", 1117-61-9,Fragrance Allergen
"Citronellol /+- 3,7-dimethyloct-6-en-1-ol", 7540-51-4,Fragrance Allergen
Citrus aurantium bergamia oil (Bergamot oil),8007-75-8,Fragrance Allergen
Citrus aurantium bergamia oil (Bergamot oil), 89957-91-5,Fragrance Allergen
Citrus aurantium bergamia oil (Bergamot oil), 68648-33-9,Fragrance Allergen
Citrus aurantium bergamia oil (Bergamot oil), 85049-52-1,Fragrance Allergen
Citrus Aurantium Flower Oil,72968-50-4,Fragrance Allergen
Citrus Aurantium Flower Oil, 8028-48-6,Fragrance Allergen
Citrus Aurantium Flower Oil, 8016-38-4,Fragrance Allergen
Citrus Aurantium Peel Oil,68916-04-1,Fragrance Allergen
Citrus Aurantium Peel Oil, 72968-50-4,Fragrance Allergen
Citrus Aurantium Peel Oil, 97766-30-8,Fragrance Allergen
Citrus Aurantium Peel Oil, 8028-48-6,Fragrance Allergen
Citrus limon oil,84929-31-7,Fragrance Allergen
Citrus limon oil, 8008-56-8,Fragrance Allergen
Citrus Red No. 2,6358-53-8,Carcinogenicity
Cladribine,4291-63-8,Developmental Toxicity
"Clarified oils (petroleum), catalytic cracked",64741-62-4,Carcinogenicity
"Clarified oils (petroleum), hydrodesulfurized catalytic cracked",68333-26-6,Carcinogenicity
Clarithromycin,81103-11-9,Developmental Toxicity
Clobetasol propionate,25122-46-7,Developmental Toxicity
Clobetasol propionate,25122-46-7,Reproductive Toxicity
Clofibrate,637-07-0,Carcinogenicity
Clomiphene citrate,50-41-9,Carcinogenicity
Clomiphene citrate,50-41-9,Developmental Toxicity
Clorazepate dipotassium,57109-90-7,Developmental Toxicity
Clotrimazole,23593-75-1,Bioaccumulation
Clotrimazole,23593-75-1,Environmental Persistence
CMNP (Pyrazachlor),6814-58-0,Carcinogenicity
"Coal liquids, liq. solvent extraction",94114-48-4,Carcinogenicity
"Coal liquids, liq. solvent extraction solution",94114-47-3,Carcinogenicity
Cobalt,7440-48-4,Carcinogenicity
Cobalt,7440-48-4,Cardiovascular Toxicity
Cobalt,7440-48-4,Immunotoxicity
Cobalt,7440-48-4,Neurotoxicity
Cobalt,7440-48-4,Reproductive Toxicity
Cobalt,7440-48-4,Respiratory Toxicity
Cobalt [II] oxide,1307-96-6,Carcinogenicity
Cobalt carbonate,513-79-1,Carcinogenicity
Cobalt carbonate,513-79-1,Reproductive Toxicity
Cobalt carbonate,513-79-1,Respiratory Toxicity
Cobalt diacetate,71-48-7,Carcinogenicity
Cobalt diacetate,71-48-7,Reproductive Toxicity
Cobalt diacetate,71-48-7,Respiratory Toxicity
Cobalt dichloride,7646-79-9,Carcinogenicity
Cobalt dichloride,7646-79-9,Reproductive Toxicity
Cobalt dichloride,7646-79-9,Respiratory Toxicity
Cobalt dimolybdenum nickel octaoxide,68016-03-5,Carcinogenicity
Cobalt lithium nickel oxide,182442-95-1,Carcinogenicity
Cobalt nickel dioxide,58591-45-0,Carcinogenicity
Cobalt nickel gray periclase,68186-89-0,Carcinogenicity
Cobalt nickel oxide,12737-30-3,Carcinogenicity
Cobalt nitrate,10141-05-6,Carcinogenicity
Cobalt nitrate,10141-05-6,Reproductive Toxicity
Cobalt nitrate,10141-05-6,Respiratory Toxicity
Cobalt sulphate,10124-43-3,Carcinogenicity
Cobalt sulphate,10124-43-3,Reproductive Toxicity
Cobalt sulphate,10124-43-3,Respiratory Toxicity
Cobalt–Tungsten Carbide (powders and hard metals),12070-12-1,Carcinogenicity
Cocaine,50-36-2,Developmental Toxicity
Cocaine,50-36-2,Reproductive Toxicity
Cocamide diethanolamine,68603-42-9,Carcinogenicity
Cocamide diethanolamine, 61789-19-3,Carcinogenicity
Cocamide diethanolamine, 661791-31-9,Carcinogenicity
Cocamide diethanolamine, 68155-06-6,Carcinogenicity
Codeine phosphate,52-28-8,Developmental Toxicity
Colchicine,64-86-8,Developmental Toxicity
Colchicine,64-86-8,Genotoxicity
Colchicine,64-86-8,Reproductive Toxicity
Copper,7440-50-8,Bioaccumulation
Copper,7440-50-8,Environmental Persistence
Copper,7440-50-8,Respiratory Toxicity
Cotinine,486-56-6,Carcinogenicity
Cotinine,486-56-6,Cardiovascular Toxicity
Cotinine,486-56-6,Respiratory Toxicity
Coumaphos,56-72-4,Developmental Toxicity
Coumaphos,56-72-4,Environmental tox
Coumaphos,56-72-4,Neurotoxicity
Coumatetralyl (ISO),5836-29-3,Reproductive Toxicity
Creosote,8001-58-9,Carcinogenicity
Creosote,8001-58-9,Neurotoxicity
Creosote oil,61789-28-4,Carcinogenicity
"Creosote oil, acenaphthene fraction",90640-84-9,Carcinogenicity
"Creosote oil, acenaphthene fraction, acenaphthene-free",90640-85-0,Carcinogenicity
"Creosote oil, high-boiling distillate",70321-79-8,Carcinogenicity
"Creosote oil, low-boiling distillate",70321-80-1,Carcinogenicity
"Cresols, Cresol mixtures",1319-77-3,Carcinogenicity
"Cresols, Cresol mixtures",1319-77-3,Neurotoxicity
Crotonaldehyde,4170-30-3,Carcinogenicity
Crude oil (oil sand),128683-25-0,Bioaccumulation
Crude oil (oil sand),128683-25-0,Environmental Persistence
Cumene,98-82-8,Carcinogenicity
Cumene,98-82-8,Dermatotoxicity
Cumene,98-82-8,Endocrine Toxicity
Cumene,98-82-8,Hepatotoxicity and Digestive System Toxicity
Cumene,98-82-8,Nephrotoxicity and Other Toxicity to the Urinary System
Cumene,98-82-8,Neurotoxicity
Cumene,98-82-8,Ocular Toxicity
Cupferron,135-20-6,Carcinogenicity
Cyanazine,21725-46-2,Developmental Toxicity
Cyanogen,460-19-5,Reproductive Toxicity
Cycasin,14901-08-7,Carcinogenicity
"Cyclic 3-(1,2-ethanediylacetale)-estra-5(10),9(11)-diene-3,17-dione",5571-36-8,Reproductive Toxicity
Cycloate,1134-23-2,Developmental Toxicity
"Cyclohexane-1,2-dicarboxylic anhydride",85-42-7,Respiratory Toxicity
Cycloheximide,66-81-9,Developmental Toxicity
Cycloheximide,66-81-9,Reproductive Toxicity
Cyclopenta[cd]pyrene,27208-37-3,Carcinogenicity
Cyclophosphamide,50-18-0,Carcinogenicity
Cyclophosphamide,50-18-0,Developmental Toxicity
Cyclophosphamide,50-18-0,Reproductive Toxicity
Cyclophosphamide (hydrated),6055-19-2,Carcinogenicity
Cyclophosphamide (hydrated),6055-19-2,Developmental Toxicity
Cyclophosphamide (hydrated),6055-19-2,Reproductive Toxicity
Cyclosporin A,59865-13-3,Carcinogenicity
Cyclosporin A, 79217-60-0,Carcinogenicity
"Cyclotetrasiloxane, heptamethylphenyl-",10448-09-6,Bioaccumulation
"Cyclotetrasiloxane, heptamethylphenyl-",10448-09-6,Environmental Persistence
Cyfluthrin,68359-37-5,Dermatotoxicity
Cyfluthrin,68359-37-5,Developmental Toxicity
Cyfluthrin,68359-37-5,Endocrine Toxicity
Cyfluthrin,68359-37-5,Environmental tox
Cyfluthrin,68359-37-5,Neurotoxicity
Cyfluthrin,68359-37-5,Reproductive Toxicity
Cyfluthrin,68359-37-5,Respiratory Toxicity
Cyhalothrin (including lamba- and gamma-),68085-85-8,Developmental Toxicity
Cyhalothrin (including lamba- and gamma-),68085-85-8,Endocrine Toxicity
Cyhalothrin (including lamba- and gamma-),68085-85-8,Environmental tox
Cyhalothrin (including lamba- and gamma-),68085-85-8,Neurotoxicity
Cyhalothrin (including lamba- and gamma-),68085-85-8,Reproductive Toxicity
Cyhexatin,13121-70-5,Developmental Toxicity
Cypermethrin (including cis- and trans-),52315-07-8,Carcinogenicity
Cypermethrin (including cis- and trans-),52315-07-8,Developmental Toxicity
Cypermethrin (including cis- and trans-),52315-07-8,Endocrine Toxicity
Cypermethrin (including cis- and trans-),52315-07-8,Neurotoxicity
Cypermethrin (including cis- and trans-),52315-07-8,Reproductive Toxicity
Cyphenothrin,39515-40-7,Environmental tox
Cyproconazole (ISO),94361-06-5,Reproductive Toxicity
Cytarabine,147-94-4,Developmental Toxicity
Cytembena,21739-91-3,Carcinogenicity
"Cytidine, N-benzoyl-5'-O-[bis(4-methoxyphenyl) phenylmethyl]-2'-deoxy-",67219-55-0,Bioaccumulation
"Cytidine, N-benzoyl-5'-O-[bis(4-methoxyphenyl) phenylmethyl]-2'-deoxy-",67219-55-0,Environmental Persistence
D&C Orange No. 17,3468-63-1,Bioaccumulation
D&C Orange No. 17,3468-63-1,Carcinogenicity
D&C Orange No. 17,3468-63-1,Environmental Persistence
D&C Red No. 19,81-88-9,Carcinogenicity
D&C Red No. 8,2092-56-0,Carcinogenicity
D&C Red No. 9,5160-02-1,Carcinogenicity
Dacarbazine,4342-03-4,Carcinogenicity
Dacarbazine,4342-03-4,Developmental Toxicity
Dacthal (DCPA),1861-32-1,Environmental tox
Dalapon,75-99-0,Nephrotoxicity and Other Toxicity to the Urinary System
Daminozide,1596-84-5,Carcinogenicity
Danazol,17230-88-5,Developmental Toxicity
Danitol,39515-41-8,Environmental tox
Danitol,39515-41-8,Neurotoxicity
Danthron,117-10-2,Carcinogenicity
Daunomycin,20830-81-3,Carcinogenicity
Daunorubicin hydrochloride,23541-50-6,Developmental Toxicity
Decabromodiphenylethane (DBDPE),84852-53-9,Developmental Toxicity
Decabromodiphenylethane (DBDPE),84852-53-9,Neurotoxicity
Decamethylcyclopentasiloxane (D5),541-02-6,Bioaccumulation
Decamethylcyclopentasiloxane (D5),541-02-6,Carcinogenicity
Decamethylcyclopentasiloxane (D5),541-02-6,Environmental Persistence
Decamethylcyclopentasiloxane (D5),541-02-6,Hepatotoxicity and Digestive System Toxicity
Decamethylcyclopentasiloxane (D5),541-02-6,Immunotoxicity
Decamethylcyclopentasiloxane (D5),541-02-6,Reproductive Toxicity
"Decanedioic acid, bis(1,2,2,6,6-pentamethyl-4-piperidinyl) ester",41556-26-7,Bioaccumulation
"Decanedioic acid, bis(1,2,2,6,6-pentamethyl-4-piperidinyl) ester",41556-26-7,Environmental Persistence
"DEET (N,N-diethyl-meta-toluamide)",134-62-3,Dermatotoxicity
"DEET (N,N-diethyl-meta-toluamide)",134-62-3,Neurotoxicity
delta BHC,319-86-8,Hematotoxicity
delta BHC,319-86-8,Hepatotoxicity and Digestive System Toxicity
delta BHC,319-86-8,Nephrotoxicity and Other Toxicity to the Urinary System
delta BHC,319-86-8,Neurotoxicity
Deltamethrin,52918-63-5,Developmental Toxicity
Deltamethrin,52918-63-5,Endocrine Toxicity
Deltamethrin,52918-63-5,Environmental tox
Deltamethrin,52918-63-5,Neurotoxicity
Deltamethrin,52918-63-5,Reproductive Toxicity
Demeclocycline hydrochloride (internal use),64-73-3,Developmental Toxicity
Demeton,8065-48-3,Environmental tox
Des-ethyl atrazine (DEA),6190-65-4,Cardiovascular Toxicity
Des-ethyl atrazine (DEA),6190-65-4,Dermatotoxicity
Des-ethyl atrazine (DEA),6190-65-4,Developmental Toxicity
Des-ethyl atrazine (DEA),6190-65-4,Endocrine Toxicity
Des-ethyl atrazine (DEA),6190-65-4,Hepatotoxicity and Digestive System Toxicity
Des-ethyl atrazine (DEA),6190-65-4,Immunotoxicity
Des-ethyl atrazine (DEA),6190-65-4,Reproductive Toxicity
Des-isopropyl atrazine (DIA),1007-28-9,Cardiovascular Toxicity
Des-isopropyl atrazine (DIA),1007-28-9,Dermatotoxicity
Des-isopropyl atrazine (DIA),1007-28-9,Developmental Toxicity
Des-isopropyl atrazine (DIA),1007-28-9,Endocrine Toxicity
Des-isopropyl atrazine (DIA),1007-28-9,Immunotoxicity
Des-isopropyl atrazine (DIA),1007-28-9,Reproductive Toxicity
Di(2-ethylhexyl)phthalate (DEHP),117-81-7,Bioaccumulation
Di(2-ethylhexyl)phthalate (DEHP),117-81-7,Carcinogenicity
Di(2-ethylhexyl)phthalate (DEHP),117-81-7,Developmental Toxicity
Di(2-ethylhexyl)phthalate (DEHP),117-81-7,Endocrine Toxicity
Di(2-ethylhexyl)phthalate (DEHP),117-81-7,Environmental Persistence
Di(2-ethylhexyl)phthalate (DEHP),117-81-7,Hepatotoxicity and Digestive System Toxicity
Di(2-ethylhexyl)phthalate (DEHP),117-81-7,Immunotoxicity
Di(2-ethylhexyl)phthalate (DEHP),117-81-7,Reproductive Toxicity
Di(2-ethylhexyl)phthalate (DEHP),117-81-7,Respiratory Toxicity
Di-2-propylheptyl phthalate,53306-54-0,Carcinogenicity
Di-2-propylheptyl phthalate,53306-54-0,Developmental Toxicity
Di-2-propylheptyl phthalate,53306-54-0,Endocrine Toxicity
Di-2-propylheptyl phthalate,53306-54-0,Immunotoxicity
Di-2-propylheptyl phthalate,53306-54-0,Reproductive Toxicity
Di-2-propylheptyl phthalate,53306-54-0,Respiratory Toxicity
Diallyl phthalate,131-17-9,Carcinogenicity
Diallyl phthalate,131-17-9,Developmental Toxicity
Diallyl phthalate,131-17-9,Endocrine Toxicity
Diallyl phthalate,131-17-9,Immunotoxicity
Diallyl phthalate,131-17-9,Reproductive Toxicity
Diallyl phthalate,131-17-9,Respiratory Toxicity
Dialuminium nickel tetraoxide,12004-35-2,Carcinogenicity
Diammonium hexachloroplatinate,16919-58-7,Respiratory Toxicity
Diammonium nickel bis(sulfate),15699-18-0,Carcinogenicity
Diammonium nickel bis(sulfate),15699-18-0,Reproductive Toxicity
Diammonium nickel bis(sulfate),15699-18-0,Respiratory Toxicity
Diammonium nickel hexacyanoferrate,74195-78-1,Carcinogenicity
Diammonium nickel hexacyanoferrate,74195-78-1,Respiratory Toxicity
Diammonium peroxodisulphate,7727-54-0,Respiratory Toxicity
Diammonium tetrachloroplatinate,13820-41-2,Respiratory Toxicity
Diarsenic pentaoxide,1303-28-2,Carcinogenicity
Diarsenic trioxide,1327-53-3,Carcinogenicity
Diazepam,439-14-5,Developmental Toxicity
Diazinon,333-41-5,Carcinogenicity
Diazinon,333-41-5,Developmental Toxicity
Diazinon,333-41-5,Environmental tox
Diazinon,333-41-5,Neurotoxicity
Diazoaminobenzene,136-35-6,Carcinogenicity
Diazomethane,334-88-3,Carcinogenicity
Diazomethane,334-88-3,Hepatotoxicity and Digestive System Toxicity
Diazomethane,334-88-3,Ocular Toxicity
Diazomethane,334-88-3,Respiratory Toxicity
Diazoxide,364-98-7,Developmental Toxicity
"Dibenz[a,c]anthracene",215-58-7,Carcinogenicity
"Dibenz[a,h]acridine",226-36-8,Bioaccumulation
"Dibenz[a,h]acridine",226-36-8,Carcinogenicity
"Dibenz[a,h]acridine",226-36-8,Environmental Persistence
"Dibenz[a,h]anthracene",53-70-3,Bioaccumulation
"Dibenz[a,h]anthracene",53-70-3,Carcinogenicity
"Dibenz[a,h]anthracene",53-70-3,Environmental Persistence
"Dibenz[a,j]acridine",224-42-0,Bioaccumulation
"Dibenz[a,j]acridine",224-42-0,Carcinogenicity
"Dibenz[a,j]acridine",224-42-0,Environmental Persistence
"Dibenz[a,j]anthracene",224-41-9,Carcinogenicity
"Dibenz[c,h]acridine",224-53-3,Carcinogenicity
"Dibenzo[a,e]pyrene",192-65-4,Bioaccumulation
"Dibenzo[a,e]pyrene",192-65-4,Carcinogenicity
"Dibenzo[a,e]pyrene",192-65-4,Environmental Persistence
"Dibenzo[a,h]pyrene",189-64-0,Bioaccumulation
"Dibenzo[a,h]pyrene",189-64-0,Carcinogenicity
"Dibenzo[a,h]pyrene",189-64-0,Environmental Persistence
"Dibenzo[a,i]pyrene",189-55-9,Bioaccumulation
"Dibenzo[a,i]pyrene",189-55-9,Carcinogenicity
"Dibenzo[a,i]pyrene",189-55-9,Environmental Persistence
"Dibenzo[a,l]pyrene",191-30-0,Carcinogenicity
"Dibenzo[k,n][1,4,7,10,13]tetraoxathiacyclopentadecinium, 19-[4-(1,1-dimethylethyl)phenyl]-6,7,9,10,12,13-hexahydro-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",928049-42-7,Bioaccumulation
"Dibenzo[k,n][1,4,7,10,13]tetraoxathiacyclopentadecinium, 19-[4-(1,1-dimethylethyl)phenyl]-6,7,9,10,12,13-hexahydro-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",928049-42-7,Environmental Persistence
Dibenzofuran,132-64-9,Bioaccumulation
Dibenzofuran,132-64-9,Environmental Persistence
Diboron trioxide,1303-86-2,Reproductive Toxicity
Dibromoacetic acid,631-64-1,Carcinogenicity
Dibromoacetonitrile,3252-43-5,Carcinogenicity
Dibromochloromethane,124-48-1,Carcinogenicity
Dibromochloromethane,124-48-1,Hepatotoxicity and Digestive System Toxicity
Dibromochloromethane,124-48-1,Neurotoxicity
Dibutyl phthalate (DBP),84-74-2,Developmental Toxicity
Dibutyl phthalate (DBP),84-74-2,Endocrine Toxicity
Dibutyl phthalate (DBP),84-74-2,Hepatotoxicity and Digestive System Toxicity
Dibutyl phthalate (DBP),84-74-2,Immunotoxicity
Dibutyl phthalate (DBP),84-74-2,Reproductive Toxicity
Dibutyl phthalate (DBP),84-74-2,Respiratory Toxicity
Dibutyltin bis(2-ethylhexanoate),2781-10-4,Reproductive Toxicity
Dibutyltin di(acetate),1067-33-0,Reproductive Toxicity
Dibutyltin dichloride (DBTC),683-18-1,Reproductive Toxicity
Dibutyltin dilaurate,77-58-7,Reproductive Toxicity
Dibutyltin hydrogen borate,75113-37-0,Reproductive Toxicity
Dichloroacetic acid,79-43-6,Carcinogenicity
Dichloroacetic acid,79-43-6,Developmental Toxicity
Dichloroacetic acid,79-43-6,Neurotoxicity
Dichloroacetic acid,79-43-6,Reproductive Toxicity
Dichlorodifluoromethane,75-71-8,Other Toxicological Hazard Traits
Dichlorodioctylstannane,3542-36-7,Reproductive Toxicity
Dichlorodiphenyldichloroethane (DDD),72-54-8,Carcinogenicity
Dichlorodiphenyldichloroethane (DDD),72-54-8,Neurotoxicity
Dichlorodiphenyldichloroethylene (DDE),72-55-9,Carcinogenicity
Dichlorodiphenyldichloroethylene (DDE),72-55-9,Developmental Toxicity
Dichlorodiphenyldichloroethylene (DDE),72-55-9,Endocrine Toxicity
Dichlorodiphenyldichloroethylene (DDE),72-55-9,Neurotoxicity
Dichlorodiphenyldichloroethylene (DDE),72-55-9,Reproductive Toxicity
Dichlorodiphenyltrichloroethane (DDT),50-29-3,Bioaccumulation
Dichlorodiphenyltrichloroethane (DDT),50-29-3,Carcinogenicity
Dichlorodiphenyltrichloroethane (DDT),50-29-3,Developmental Toxicity
Dichlorodiphenyltrichloroethane (DDT),50-29-3,Endocrine Toxicity
Dichlorodiphenyltrichloroethane (DDT),50-29-3,Environmental Persistence
Dichlorodiphenyltrichloroethane (DDT),50-29-3,Hepatotoxicity and Digestive System Toxicity
Dichlorodiphenyltrichloroethane (DDT),50-29-3,Neurotoxicity
Dichlorodiphenyltrichloroethane (DDT),50-29-3,Reproductive Toxicity
Dichlorophene,97-23-4,Developmental Toxicity
Dichloropropanes,26638-19-7,Environmental tox
Dichlorphenamide,120-97-8,Developmental Toxicity
Dichlorvos (DDVP),62-73-7,Carcinogenicity
Dichlorvos (DDVP),62-73-7,Developmental Toxicity
Dichlorvos (DDVP),62-73-7,Environmental tox
Dichlorvos (DDVP),62-73-7,Neurotoxicity
Dichromium tris(chromate),24613-89-6,Carcinogenicity
Diclofop methyl,51338-27-3,Carcinogenicity
Diclofop methyl,51338-27-3,Developmental Toxicity
Dicofol,115-32-2,Bioaccumulation
Dicofol,115-32-2,Environmental Persistence
Dicrotophos,141-66-2,Developmental Toxicity
Dicrotophos,141-66-2,Neurotoxicity
Dicumarol,66-76-2,Developmental Toxicity
Dicyclohexyl phthalate (DCHP),84-61-7,Developmental Toxicity
Dicyclohexyl phthalate (DCHP),84-61-7,Endocrine Toxicity
Dicyclohexyl phthalate (DCHP),84-61-7,Immunotoxicity
Dicyclohexyl phthalate (DCHP),84-61-7,Reproductive Toxicity
Dicyclohexyl phthalate (DCHP),84-61-7,Respiratory Toxicity
Dieldrin,60-57-1,Bioaccumulation
Dieldrin,60-57-1,Carcinogenicity
Dieldrin,60-57-1,Developmental Toxicity
Dieldrin,60-57-1,Environmental Persistence
Dieldrin,60-57-1,Hepatotoxicity and Digestive System Toxicity
Dieldrin,60-57-1,Neurotoxicity
Diepoxybutane,1464-53-5,Carcinogenicity
Diepoxybutane,1464-53-5,Genotoxicity
Diesel engine exhaust,68476-34-6,Carcinogenicity
Diesel engine exhaust,68476-34-6,Respiratory Toxicity
Diethanolamine,111-42-2,Carcinogenicity
Diethanolamine,111-42-2,Cardiovascular Toxicity
Diethanolamine,111-42-2,Hematotoxicity
Diethanolamine,111-42-2,Respiratory Toxicity
Diethyl hexyl adipate,103-23-1,Developmental Toxicity
Diethyl hexyl adipate,103-23-1,Reproductive Toxicity
Diethyl phthalate (DEP),84-66-2,Developmental Toxicity
Diethyl phthalate (DEP),84-66-2,Endocrine Toxicity
Diethyl phthalate (DEP),84-66-2,Immunotoxicity
Diethyl phthalate (DEP),84-66-2,Reproductive Toxicity
Diethyl phthalate (DEP),84-66-2,Respiratory Toxicity
Diethyl sulfate,64-67-5,Carcinogenicity
Diethyl sulfate,64-67-5,Genotoxicity
Diethyldithiophosphate,298-06-6,Developmental Toxicity
Diethyldithiophosphate,298-06-6,Neurotoxicity
Diethylene glycol monobutyl ether,112-34-5,Respiratory Toxicity
Diethylene glycol monoethyl ether,111-90-0,Respiratory Toxicity
Diethylene glycol monomethyl ether,111-77-3,Reproductive Toxicity
Diethylene glycol monomethyl ether,111-77-3,Respiratory Toxicity
Diethylphosphate,598-02-7,Developmental Toxicity
Diethylphosphate,598-02-7,Neurotoxicity
Diethylthiophosphate,5871-17-0,Developmental Toxicity
Diethylthiophosphate,5871-17-0,Neurotoxicity
Difenacoum (ISO),56073-07-5,Reproductive Toxicity
Difethialone (ISO),104653-34-1,Reproductive Toxicity
Diflunisal,22494-42-4,Developmental Toxicity
Diflunisal,22494-42-4,Reproductive Toxicity
Diglycidyl resorcinol ether (DGRE),101-90-6,Carcinogenicity
Digoxin,20830-75-5,Carcinogenicity
Dihydroergotamine mesylate,6190-39-2,Developmental Toxicity
Dihydrosafrole,94-58-6,Carcinogenicity
